guilts	-1.4	122066.00	[-1, -3, 2, -1, -1, -2, -1, -2, -1, -1]
guilty	-1.8	0.63246	[-2, -1, -3, -1, -3, -2, -2, -2, -2, -2]
gullibility	-1.6	179165.00	[-3, -2, -2, -4, -1, -2, 3, -1, -3, -2]
gullible	-1.5	157797.00	[-3, -1, -1, -2, 0, -2, 3, -2, -1, -2]
gun	-1.4	0.6	[-2, -2, -1, -2, -1, -1, -2, -2, -3, -2]
h8	-2.7	153623.00	[3, 2, 1, 2, -2, 1, 1, -2, 1, 1]
ha	1.4	118743.00	[-1, 1, -2, 2, 1, 1, 1, 1, 2, 1]
hacked	-1.7	142829.00	[1, 1, -1, -1, -1, 1, 2, 3, -1, 2]
haha	2.0	0.66332	[-1, -2, -1, -1, -3, -1, -1, -2, -1, -1]
hahaha	2.6	0.6	[-1, -2, -2, -3, -2, -2, -1, -2, -2, -1]
hahas	1.8	0.66332	[-1, -1, -2, -2, -1, -2, -1, -2, -1, -3]
hail	0.3	0.67082	[-1, -2, -2, -1, -1, -3, -2, -1, -1, -1]
hailed	0.9	149666.00	[0, -4, 0, -3, 0, -3, -2, 0, -2, 0]
hallelujah	3.0	100499.00	[-4, -3, -4, -1, -1, -3, -3, -3, -2, -3]
handsome	2.2	0.8	[1, 0, 1, 1, 3, 2, 2, 1, 2, 1]
handsomely	1.9	100499.00	[-2, -1, -2, -4, 0, -2, -2, -1, -1, -2]
handsomeness	2.4	0.89443	[1, 1, 2, 3, 2, 1, 4, 2, 2, 2]
handsomer	2.0	10198.00	[2, 4, 2, 4, 1, 2, 3, 4, 2, 2]
handsomest	2.6	0.9798	[1, 2, 2, 4, 3, 2, 1, 1, 1, 1]
hapless	-1.4	0.9	[0, 0, 0, 2, 0, 0, 2, 0, -1, 0]
haplessness	-1.4	0.83066	[1, 2, 1, 1, 0, 0, 0, 2, 2, 0]
happier	2.4	0.7746	[3, 4, 3, 1, 3, 3, 3, 3, 3, 4]
happiest	3.2	0.74833	[2, 2, 2, 2, 2, 3, 4, 1, 2, 2]
happily	2.6	0.7	[1, 3, 1, 1, 2, 2, 2, 2, 2, 3]
happiness	2.6	128062.00	[2, 4, 1, 4, 0, 2, 4, 3, 2, 2]
happing	1.1	0.63246	[2, 3, 2, 2, 2, 2, 1, 3, 1, 2]
happy	4.0	0.91652	[3, 2, 1, 2, 3, 4, 4, 3, 2, 2]
harass	-2.2	111355.00	[-3, -1, -1, -1, -2, -1, 1, -2, -3, -1]
harassed	-2.5	10198.00	[-1, -2, 0, -1, -1, -1, -1, -2, -1, -4]
harasser	-2.4	0.66332	[3, 1, 2, 3, 2, 2, 3, 3, 3, 2]
harassers	-2.8	0.74833	[4, 3, 2, 4, 4, 3, 3, 3, 2, 4]
harasses	-2.5	0.91652	[4, 1, 2, 4, 2, 3, 2, 2, 3, 3]
harassing	-2.5	0.4899	[2, 3, 3, 3, 3, 2, 2, 3, 2, 3]
harassment	-2.5	0.83066	[1, 1, 1, 0, 2, 2, 0, 2, 0, 2]
harassments	-2.6	0.9	[2, 2, 2, 4, 2, 4, 3, 4, 2, 2]
hard	-0.4	0.6	[-2, -3, -2, -2, -2, -3, -2, -3, -1, -2]
hardier	-0.6	0.80623	[-4, -2, -3, -3, -2, -2, -3, -2, -3, -1]
hardship	-1.3	0.8	[-3, -2, -2, -3, -2, -2, -4, -2, -3, -1]
hardy	1.7	0.6	[-3, -3, -2, -2, -3, -3, -3, -4, -2, -3]
harm	-2.5	0.80623	[-3, -3, -2, -3, -2, -2, -4, -2, -3, -1]
harmed	-2.1	162788.00	[-2, -4, -3, -4, -3, -3, 2, -2, -3, -3]
harmfully	-2.6	0.67082	[-2, -3, -2, -2, -3, -2, -4, -3, -2, -2]
harmfulness	-2.6	0.4899	[-3, -3, -2, -3, -2, -3, -3, -2, -2, -3]
harming	-2.6	1.2	[0, -1, 0, -1, 0, 1, -2, -1, -2, 2]
harmless	1.0	168523.00	[-3, -2, -2, 1, 1, 2, 1, 0, -2, -2]
harmlessly	1.4	184662.00	[-2, 2, -4, -1, -2, -3, -1, -2, 2, -2]
harmlessness	0.8	100499.00	[1, 2, 1, 0, 2, 2, 4, 1, 2, 2]
harmonic	1.8	0.80623	[-2, -2, -2, -3, -2, -1, -3, -3, -3, -4]
harmonica	0.6	0.83066	[-1, -4, -2, -2, -2, -2, -1, -2, -3, -2]
harmonically	2.1	0.91652	[-3, -4, -3, -1, -3, -3, -3, -3, -1, -2]
harmonicas	0.1	0.8	[-3, -1, -3, -3, -3, -2, -4, -2, -2, -3]
harmonicist	0.5	0.66332	[-3, -3, -2, -2, -3, -3, -2, -2, -2, -4]
harmonicists	0.9	0.7746	[2, 1, 1, 1, 1, 0, 0, 2, 0, 2]
harmonics	1.5	1.2	[4, 0, 1, 0, 1, 1, 1, 2, 3, 1]
harmonies	1.3	116619.00	[1, 2, 0, 1, 0, 1, 2, 1, 2, -2]
harmonious	2.0	0.87178	[2, 1, 2, 3, 0, 1, 3, 2, 2, 2]
harmoniously	1.9	0.8	[0, 1, 0, 0, 0, 2, 1, 0, 2, 0]
harmoniousness	1.8	113578.00	[3, 3, 4, 1, 0, 1, 2, 2, 2, 3]
harmonise	1.8	0.3	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
harmonised	1.3	0.92195	[0, 0, 0, 0, 1, 0, 0, 0, 1, 3]
harmonising	1.4	1.3	[2, 1, 0, 0, 2, 0, 0, 0, 4, 0]
harmonium	0.9	10247.00	[2, 2, 2, 0, 0, 2, 3, 2, 0, 2]
harmoniums	0.8	0.9	[2, 0, 2, 1, 2, 2, 0, 2, 0, 2]
harmonization	1.9	109545.00	[3, 4, 2, 2, 2, 0, 2, 3, 1, 1]
harmonizations	0.9	0.9434	[4, 2, 2, 1, 2, 1, 1, 3, 2, 1]
harmonize	1.7	0.6	[1, 2, 2, 2, 2, 1, 2, 3, 2, 1]
harmonized	1.6	0.74833	[1, 1, 2, 3, 2, 1, 1, 3, 2, 2]
harmonizer	1.6	0.9	[2, 3, 2, 0, 2, 1, 1, 1, 1, 0]
harmonizers	1.6	0.66332	[1, 2, 1, 1, 2, 1, 1, 1, 1, 3]
harmonizes	1.5	122066.00	[0, 3, 0, 2, 3, 0, 0, 0, 0, 1]
harmonizing	1.4	0.9798	[0, 0, 0, 2, 0, 2, 0, 2, 2, 0]
harmony	1.7	0.83066	[3, 1, 2, 2, 2, 2, 3, 0, 2, 2]
harms	-2.2	0.9434	[0, 0, 2, 0, 2, 2, 0, 2, 1, 0]
harried	-1.4	0.78102	[3, 2, 2, 1, 2, 2, 0, 1, 2, 2]
harsh	-1.9	0.91652	[1, 2, 1, 1, 2, 2, 3, 3, 0, 1]
harsher	-2.2	0.8	[1, 2, 1, 1, 2, 2, 2, 3, 0, 2]
harshest	-2.9	111355.00	[2, 2, 2, 1, 2, 0, 4, 0, 2, 1]
hate	-4.0	0.92195	[0, 2, 2, 2, 0, 1, 1, 2, 3, 2]
hated	-3.2	0.66332	[0, 1, 1, 2, 2, 1, 2, 2, 1, 2]
hateful	-2.2	0.45826	[2, 2, 2, 2, 1, 2, 2, 2, 1, 1]
hatefully	-2.3	1.6	[2, -3, -2, -2, -3, -2, -4, -4, -2, -2]
hatefulness	-3.6	0.4899	[-1, -1, -2, -1, -2, -2, -1, -1, -1, -2]
hater	-1.8	0.7	[-1, -1, -2, -2, -1, -3, -3, -2, -2, -2]
haters	-2.2	0.6	[-2, -3, -2, -3, -2, -2, -1, -3, -2, -2]
hates	-1.9	0.83066	[-4, -2, -2, -2, -2, -3, -3, -4, -4, -3]
hating	-2.3	100499.00	[-4, -3, -4, -4, -2, -2, -2, -2, -1, -3]
hatred	-3.2	0.6	[-3, -3, -4, -3, -2, -3, -3, -4, -4, -3]
haunt	-1.7	1249.00	[-3, 1, -3, -3, -1, -2, -2, -3, -3, -3]
haunted	-2.1	0.78102	[-1, -3, -3, -3, -1, -2, -2, -2, -3, -3]
haunting	-1.1	0.4899	[-4, -4, -3, -3, -3, -4, -4, -4, -4, -3]
haunts	-1.0	0.6	[-2, -1, -2, -2, -2, -1, -1, -2, -2, -3]
havoc	-2.9	0.6	[-2, -1, -3, -2, -3, -2, -3, -2, -2, -2]
healthy	1.7	0.7	[-2, -1, -2, -2, -3, -1, -1, -2, -2, -3]
heartbreak	-2.7	1.1	[-4, -3, -4, -1, -2, -2, -1, -2, -1, -3]
heartbreaker	-2.2	0.9798	[-1, -3, -2, -4, -3, -3, -4, -4, -4, -4]
heartbreakers	-2.1	100499.00	[-1, -1, -3, -1, -2, -2, -1, -4, -1, -1]
heartbreaking	-2.0	0.7	[-2, -2, -1, -3, -3, -2, -2, -3, -1, -2]
heartbreakingly	-1.8	0.83066	[-3, 0, -2, -1, 0, -1, -1, -1, -1, -1]
heartbreaks	-1.8	141421.00	[0, -2, -2, -2, -2, -1, 2, -2, 1, -2]
heartbroken	-3.3	0.7	[-2, -4, -4, -3, -2, -3, -3, -3, -2, -3]
heartfelt	2.5	0.9	[1, 3, 1, 1, 3, 3, 1, 2, 1, 1]
heartless	-2.2	0.78102	[-1, -3, -3, -3, -2, -4, -2, -3, -3, -3]
heartlessly	-2.8	107703.00	[-2, -3, 0, -3, -2, -1, -4, -3, -2, -2]
heartlessness	-2.8	0.9434	[-3, -2, -3, -2, -1, -1, -4, -1, -2, -2]
heartwarming	2.1	173205.00	[-3, -1, -3, -3, -4, 2, -3, -2, 0, -3]
heaven	2.3	208806.00	[-3, 3, 1, -3, -3, -2, -3, -3, -4, -1]
heavenlier	3.0	177764.00	[-2, 1, -3, -2, -3, -2, -3, 2, -4, -2]
heavenliest	2.7	0.45826	[-4, -3, -3, -4, -3, -3, -4, -3, -3, -3]
heavenliness	2.7	0.5	[3, 3, 2, 3, 2, 2, 3, 2, 2, 3]
heavenlinesses	2.3	0.74833	[-2, -2, -2, -4, -2, -1, -2, -3, -2, -2]
heavenly	3.0	0.6	[-3, -2, -3, -3, -2, -3, -4, -2, -3, -3]
heavens	1.7	0.87178	[-3, -3, -2, -3, -4, -4, -1, -3, -2, -3]
heavenward	1.4	122066.00	[3, 2, 3, 3, 2, 2, 3, 3, -1, 1]
heavenwards	1.2	118743.00	[1, 1, 2, 4, 3, 3, 3, 4, 1, 1]
heavyhearted	-2.1	0.63246	[3, 2, 3, 3, 4, 3, 3, 4, 2, 3]
heh	-0.6	1.1	[3, 2, 3, 4, 2, 4, 3, 0, 3, 3]
hell	-3.6	0.9	[3, 2, 1, 4, 3, 2, 3, 4, 3, 2]
hellish	-3.2	22383.00	[4, 4, 4, 3, -2, 3, 3, 4, -2, 2]
help	4.0	0.63246	[3, 3, 3, 3, 2, 3, 3, 4, 2, 4]
helper	1.4	118743.00	[4, 0, 1, 2, 0, 3, 2, 2, 2, 1]
helpers	1.1	135647.00	[0, 3, 0, 4, 1, 2, 2, 0, 2, 0]
helpful	4.0	132665.00	[1, 4, 0, 0, 2, 1, 1, 0, 3, 0]
helpfully	2.3	0.83066	[-2, -3, -3, -2, -3, -1, -1, -1, -2, -3]
helpfulness	1.9	128062.00	[0, 1, -1, 1, -1, -2, -1, -3, 1, -1]
helping	1.2	0.66332	[-4, -4, -4, -4, -4, -2, -3, -4, -3, -4]
helpless	-2.0	0.74833	[-3, -3, -2, -2, -4, -3, -4, -4, -3, -4]
helplessly	-1.4	0.78102	[3, 2, 1, 2, 1, 2, 3, 1, 1, 1]
helplessness	-2.1	0.8	[1, 1, 0, 1, 1, 2, 1, 2, 3, 2]
helplessnesses	-1.7	0.83066	[1, 1, 0, 2, 1, 1, 1, 1, 3, 0]
helps	1.6	0.87178	[2, 1, 3, 1, 1, 3, 1, 2, 3, 1]
hero	2.6	0.9	[1, 2, 2, 3, 2, 3, 3, 2, 4, 1]
heroes	2.3	113578.00	[1, 4, 1, 2, 2, 1, 1, 2, 4, 1]
heroic	2.6	0.6	[2, 1, 1, 2, 0, 1, 1, 1, 2, 1]
heroical	2.9	0.63246	[-2, -3, -2, -2, -2, -3, -1, -2, -1, -2]
heroically	2.4	0.4899	[-1, -1, -2, -2, -1, -1, -1, -2, -2, -1]
heroicomic	1.0	0.9434	[-2, -4, -1, -2, -1, -3, -3, -2, -1, -2]
heroicomical	1.1	0.64031	[-2, -1, -2, -1, -2, -1, -3, -2, -1, -2]
heroics	2.4	0.4899	[1, 1, 1, 2, 2, 2, 1, 2, 2, 2]
heroin	-2.2	0.8	[2, 3, 2, 2, 4, 4, 2, 3, 2, 2]
heroine	2.7	0.9	[3, 4, 3, 1, 3, 2, 1, 2, 2, 2]
heroines	1.8	0.8	[3, 3, 1, 4, 2, 3, 2, 3, 2, 3]
heroinism	-2.0	104403.00	[4, 4, 2, 4, 2, 3, 1, 4, 2, 3]
heroism	2.8	0.8	[2, 2, 2, 3, 3, 3, 4, 1, 2, 2]
heroisms	2.2	1.0	[1, 0, 1, 0, 2, 0, 3, 1, 2, 0]
heroize	2.1	0.83066	[2, 0, 0, 2, 1, 2, 1, 2, 1, 0]
heroized	2.0	0.8	[2, 1, 2, 2, 2, 3, 3, 3, 4, 2]
heroizes	2.2	183303.00	[0, -2, -4, 2, -4, -2, -2, -3, -3, -4]
heroizing	1.9	1.1	[0, 2, 4, 4, 3, 3, 3, 3, 2, 3]
heron	0.1	132665.00	[2, 1, 1, 4, 3, 1, 0, 3, 3, 0]
heronries	0.7	2.0	[-3, -4, 2, -2, -4, -3, -2, -1, 1, -4]
heronry	0.1	0.6	[3, 3, 4, 3, 2, 2, 3, 3, 2, 3]
herons	0.5	0.87178	[3, 1, 2, 4, 3, 2, 2, 2, 1, 2]
heros	1.3	0.7	[3, 2, 3, 1, 2, 2, 2, 3, 1, 2]
hesitance	-0.9	118322.00	[1, 0, 3, 3, 2, 0, 3, 3, 2, 3]
hesitancies	-1.0	0.9798	[1, 3, 2, 3, 4, 3, 2, 1, 2, 1]
hesitancy	-0.9	164012.00	[2, 3, -2, 2, 4, 3, 2, 2, 3, 0]
hesitant	-1.0	0.3	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
hesitantly	-1.2	1.1	[2, 0, 0, 0, 2, 0, 3, 0, 0, 0]
hesitate	-1.1	0.9434	[0, 0, 0, 0, 0, 2, 0, 1, -2, 0]
hesitated	-1.3	10247.00	[0, 0, 0, 3, 0, 2, 0, 0, 0, 0]
hesitater	-1.4	118743.00	[3, 0, 0, 2, 0, 2, 2, 3, 1, 0]
hesitaters	-1.4	0.3	[-1, -1, 0, -1, -1, -1, -1, -1, -1, -1]
hesitates	-1.4	0.63246	[-1, -1, -1, -2, -1, -1, -2, 0, 0, -1]
hesitating	-1.4	0.53852	[0, -1, 0, -2, -1, -1, -1, -1, -1, -1]
hesitatingly	-1.5	0.7746	[0, -1, 0, -1, -2, 0, -1, -2, -1, -2]
hesitation	-1.1	0.4	[-1, -1, -2, -1, -1, -1, -1, -2, -1, -1]
hesitations	-1.1	0.53852	[-2, -1, -1, -1, -2, -1, -1, 0, -1, -1]
hid	-0.4	0.9	[-1, -2, -1, -2, -2, -2, -1, 1, -1, -2]
hide	-0.7	0.66332	[-1, -1, -1, -1, -1, -2, -1, -3, -2, -1]
hides	-0.7	0.4899	[-1, -2, -1, -1, -1, -1, -2, -2, -2, -1]
hiding	-1.2	0.4899	[-1, -1, -1, -2, -1, -2, -1, -2, -2, -1]
highlight	1.4	0.66332	[-1, -1, -2, -1, -1, -3, -2, -1, -1, -1]
hilarious	1.7	0.80623	[-1, -1, -1, -1, -3, -2, -3, -1, -1, -1]
hindrance	-1.7	0.53852	[-2, 0, -1, -1, -1, -1, -1, -2, -1, -1]
hoax	-1.1	0.53852	[-1, -1, -1, 0, -2, -1, -1, -2, -1, -1]
holiday	1.7	0.4899	[0, -1, 0, 0, -1, -1, -1, 0, 0, 0]
holidays	1.6	0.64031	[0, -1, -1, -1, -1, 0, 0, -2, -1, 0]
homesick	-0.7	0.9	[-1, -2, -1, 0, -1, 0, 0, -2, 1, -1]
homesickness	-1.8	0.4	[-1, -1, -2, -1, -1, -1, -1, -1, -2, -1]
homesicknesses	-1.8	0.91652	[3, 0, 1, 1, 2, 1, 0, 2, 2, 2]
honest	4.0	141774.00	[2, 2, 2, 3, 3, 1, -2, 2, 3, 1]
honester	1.9	0.78102	[-2, -3, -2, -1, -1, -1, -3, -1, -2, -1]
honestest	3.0	104403.00	[-3, -1, -2, -1, 1, -2, -1, -1, -1, 0]
honesties	1.8	118743.00	[1, 3, 2, 2, 0, 0, 1, 2, 4, 2]
honestly	2.0	10198.00	[2, 0, 1, 2, 3, 0, 1, 2, 3, 2]
honesty	2.2	167631.00	[-2, -1, -1, -2, -1, -2, 2, -1, 3, -2]
honor	2.2	1249.00	[-3, -2, -1, -1, -3, -2, -1, 1, -3, -3]
honorability	2.2	0.6	[-1, -2, -2, -2, -1, -2, -1, -2, -3, -2]
honorable	2.5	0.9	[3, 2, 1, 2, 3, 1, 2, 3, 2, 4]
honorableness	2.2	0.7	[2, 3, 2, 2, 1, 3, 1, 1, 2, 2]
honorably	2.4	0.7746	[1, 3, 3, 3, 3, 3, 4, 4, 3, 3]
honoraria	0.6	107703.00	[4, 3, 1, 1, 1, 1, 3, 2, 1, 1]
honoraries	1.5	0.63246	[2, 3, 2, 2, 1, 2, 2, 1, 3, 2]
honorarily	1.9	0.6	[2, 3, 2, 2, 1, 2, 3, 2, 3, 2]
honorarium	0.7	116619.00	[3, 2, 1, 2, 0, 4, 3, 1, 3, 3]
honorariums	1.0	0.4	[3, 3, 2, 2, 2, 2, 2, 2, 2, 2]
honorary	1.4	0.67082	[2, 2, 3, 2, 4, 3, 2, 2, 2, 3]
honored	2.8	0.87178	[2, 4, 1, 3, 3, 2, 1, 2, 2, 2]
honoree	2.1	0.66332	[2, 2, 3, 2, 3, 3, 3, 1, 2, 3]
honorees	2.3	0.8	[1, 0, 1, 0, 0, 0, 2, 0, 2, 0]
honorer	1.7	1.5	[2, 2, 1, 3, 3, 1, -2, 2, 3, 0]
honorers	1.3	0.7	[2, 2, 3, 1, 2, 1, 2, 1, 3, 2]
honorific	1.4	148661.00	[3, 2, -1, 2, 1, -2, 1, 1, -1, 1]
honorifically	2.2	1.0	[0, 0, 0, 0, 1, 2, 1, 3, 2, 1]
honorifics	1.7	0.91652	[2, 2, 2, 3, 1, 1, 0, 1, 2, 0]
honoring	2.3	0.87178	[3, 4, 4, 3, 1, 2, 2, 3, 3, 3]
honors	2.3	0.7	[3, 2, 3, 3, 1, 2, 1, 2, 2, 2]
honour	2.7	0.78102	[1, 3, 3, 4, 2, 2, 2, 2, 2, 2]
honourable	2.1	0.78102	[2, 1, 3, 3, 1, 2, 1, 2, 1, 1]
honoured	2.2	0.45826	[1, 1, 2, 2, 1, 1, 2, 1, 1, 1]
honourer	1.8	1.2	[2, 2, 2, 2, 2, 1, 2, 1, 2, -2]
honourers	1.6	0.74833	[3, 4, 1, 2, 2, 2, 2, 2, 2, 2]
honouring	2.1	0.78102	[1, 2, 0, 1, 2, 2, 2, 3, 2, 2]
honours	2.2	0.64031	[3, 3, 1, 2, 2, 3, 3, 2, 2, 2]
hooligan	-1.5	0.64031	[3, 2, 2, 2, 1, 3, 3, 2, 3, 2]
hooliganism	-2.1	0.78102	[2, 3, 2, 2, 2, 3, 4, 4, 3, 2]
hooligans	-1.1	0.53852	[2, 3, 2, 2, 2, 1, 3, 2, 2, 2]
hooray	2.3	1249.00	[3, 3, 4, 3, -1, 2, 2, 2, 2, 2]
hope	1.9	0.87178	[2, 3, 2, 1, 2, 3, 1, 0, 2, 2]
hoped	1.6	10198.00	[0, 2, 2, 1, 2, 2, 1, 3, 0, 3]
hopeful	2.3	0.3	[2, 2, 2, 3, 2, 2, 2, 2, 2, 2]
hopefully	1.7	0.87178	[4, 3, 2, 2, 3, 2, 2, 1, 2, 1]
hopefulness	1.6	0.5	[-1, -2, -1, -2, -2, -2, -1, -1, -2, -1]
hopeless	-2.0	0.83066	[-3, -2, -3, -3, -2, -2, -2, -2, 0, -2]
hopelessly	-2.2	122066.00	[-2, -1, -1, 2, -1, -1, -1, -3, -2, -1]
hopelessness	-3.1	0.9	[3, 2, 3, 2, 1, 3, 1, 2, 2, 4]
hopes	1.8	0.53852	[3, 2, 2, 1, 2, 2, 1, 2, 2, 2]
hoping	1.8	0.4899	[1, 2, 1, 1, 2, 2, 1, 2, 2, 2]
horrendous	-2.8	0.78102	[2, 1, 1, 3, 3, 3, 2, 3, 2, 3]
horrendously	-1.9	0.78102	[1, 3, 1, 3, 1, 2, 1, 1, 2, 2]
horrent	-0.9	135647.00	[2, 1, -2, 2, 3, 2, 1, 3, 2, 2]
horrible	-4.0	178885.00	[-3, -3, -3, -3, 3, -1, -3, -3, -2, -2]
horribleness	-2.4	0.74833	[-3, -4, -2, -2, -1, -2, -2, -2, -2, -2]
horribles	-2.1	0.7	[-3, -4, -4, -3, -3, -3, -4, -3, -2, -2]
horribly	-2.4	0.6	[1, 3, 1, 2, 2, 2, 1, 2, 2, 2]
horrid	-2.5	0.4	[2, 2, 2, 1, 2, 2, 2, 2, 2, 1]
horridly	-1.4	0.87178	[-3, -3, -4, -4, -3, -3, -2, -2, -1, -3]
horridness	-2.3	192094.00	[-3, -2, -4, -4, 2, -1, -3, -2, 1, -3]
horridnesses	-3.0	104403.00	[0, -1, -2, 0, 0, -3, -1, 0, -2, 0]
horrific	-3.4	0.67082	[-2, -2, -3, -2, -2, -4, -3, -3, -2, -2]
horrifically	-2.9	0.4899	[-3, -3, -2, -2, -3, -2, -2, -3, -2, -2]
horrified	-2.5	0.7	[-2, -4, -2, -2, -1, -2, -2, -2, -2, -2]
horrifies	-2.9	0.66332	[-2, -2, -2, -2, -2, -4, -3, -3, -2, -2]
horrify	-2.5	10247.00	[-2, -3, -3, -4, -4, -1, -2, -2, -3, -1]
horrifying	-2.7	149666.00	[-2, 0, -3, -2, 0, -3, 2, -2, -2, -2]
horrifyingly	-3.3	126886.00	[-3, -3, -2, 1, -3, -3, -3, -3, -1, -3]
horror	-2.7	109545.00	[-2, -3, -4, -4, -4, -4, -2, -2, -1, -4]
horrors	-2.7	0.91652	[-2, -4, -4, -4, -2, -4, -2, -4, -4, -4]
hostile	-1.6	0.7	[-2, -3, -2, -4, -2, -4, -3, -3, -3, -3]
hostilely	-2.2	0.92195	[-2, -3, -2, -2, -1, -4, -2, -2, -3, -4]
hostiles	-1.3	122066.00	[-1, -3, -2, -1, -4, -4, -4, -4, -2, -4]
hostilities	-2.1	0.67082	[-2, -2, -3, -2, -2, -2, -4, -2, -3, -3]
hostility	-2.5	0.9	[-3, -4, -3, -2, -3, -3, -4, -2, -2, -1]
huckster	-0.9	0.9	[-3, -3, -4, -4, -1, -4, -3, -3, -4, -4]
hug	2.1	1.1	[-3, -1, -4, -4, -4, -3, -1, -2, -3, -2]
huge	1.3	0.64031	[-3, -3, -4, -3, -2, -2, -2, -3, -2, -3]
huggable	1.6	174356.00	[-4, -3, -3, -1, 1, -2, 2, -2, -2, -2]
hugged	1.7	0.6	[-1, -3, -3, -2, -2, -2, -2, -2, -2, -3]
hugger	1.6	1.9	[-3, -3, -3, -3, -1, 2, -3, -1, 1, 1]
huggers	1.8	0.53852	[-2, -3, -2, -2, -2, -2, -1, -2, -3, -2]
hugging	1.8	0.80623	[-2, -2, -3, -3, -3, -2, -4, -2, -3, -1]
hugs	2.2	0.7	[-1, 0, -1, 0, -1, -2, -2, 0, -1, -1]
humerous	1.4	104403.00	[1, 3, 2, 1, 1, 2, 3, 3, 1, 4]
humiliate	-2.5	0.9	[0, 2, 2, 0, 0, 2, 2, 2, 1, 2]
humiliated	-1.4	0.66332	[2, 2, 1, 1, 1, 3, 1, 2, 2, 1]
humiliates	-1.0	0.78102	[2, 2, 2, 2, 3, 1, 1, 2, 0, 2]
humiliating	-1.2	0.91652	[3, 2, 2, 2, 3, 1, 1, 1, 0, 1]
humiliatingly	-2.6	0.6	[1, 3, 1, 2, 1, 2, 2, 2, 2, 2]
humiliation	-2.7	0.74833	[2, 1, 1, 3, 3, 2, 2, 1, 2, 1]
humiliations	-2.4	0.74833	[3, 2, 1, 2, 2, 2, 3, 1, 3, 3]
humor	1.1	111355.00	[-1, 2, 2, 3, 1, 1, 2, 0, 2, 2]
humoral	0.6	128452.00	[-3, -3, -3, -3, -2, -2, -4, -3, 1, -3]
humored	1.2	2498.00	[3, -3, -4, -3, -3, -4, -3, 0, 1, 2]
humoresque	1.2	209762.00	[1, -2, -3, -3, -3, -2, -3, 1, 2, 2]
humoresques	0.9	18868.00	[-4, -1, -3, -1, 2, -1, 2, -3, -2, -1]
humoring	2.1	0.4899	[-3, -3, -2, -2, -3, -3, -3, -3, -2, -2]
humorist	1.2	0.78102	[-2, -3, -4, -2, -2, -2, -3, -2, -4, -3]
humoristic	1.5	0.66332	[-3, -2, -2, -2, -2, -2, -2, -3, -2, -4]
humorists	1.3	0.53852	[1, 0, 2, 2, 1, 1, 1, 1, 1, 1]
humorless	-1.3	10198.00	[2, 0, 0, 0, 0, 0, 3, 1, 0, 0]
humorlessness	-1.4	0.87178	[1, 1, 2, 2, 1, 1, 2, 1, 2, -1]
humorous	1.6	0.6	[1, 1, 1, 2, 1, 2, 2, 1, 1, 0]
humorously	2.3	104403.00	[1, 0, 2, 0, 0, 1, 2, 0, 3, 0]
humorousness	2.4	0.7	[3, 2, 2, 2, 1, 2, 2, 1, 3, 3]
humors	1.6	0.74833	[1, 2, 1, 1, 2, 1, 2, 0, 0, 2]
humour	2.1	0.80623	[3, 0, 2, 1, 2, 1, 2, 2, 1, 1]
humoured	1.1	0.78102	[2, 1, 1, 1, 0, 1, 2, 3, 1, 1]
humouring	1.7	0.45826	[-1, -2, -1, -1, -1, -1, -2, -1, -1, -2]
humourous	2.0	111355.00	[1, -3, -3, -1, -1, -2, -1, -1, -2, -1]
hunger	-1.0	0.4899	[1, 2, 1, 2, 2, 1, 2, 2, 1, 2]
hurrah	2.6	0.78102	[3, 3, 2, 2, 1, 3, 3, 1, 2, 3]
hurrahed	1.9	0.66332	[1, 2, 3, 2, 3, 2, 3, 3, 2, 3]
hurrahing	2.4	0.4899	[2, 1, 2, 2, 2, 2, 1, 2, 1, 1]
hurrahs	2.1	0.9434	[1, 2, 2, 4, 2, 1, 1, 3, 3, 2]
hurray	2.7	0.53852	[1, 0, 1, 2, 2, 1, 1, 1, 1, 1]
hurrayed	1.8	0.78102	[2, 3, 1, 2, 1, 0, 2, 2, 2, 2]
hurraying	1.2	0.7746	[1, 2, 3, 2, 2, 3, 3, 2, 1, 1]
hurrays	2.4	167332.00	[-4, 0, 2, -2, -1, -2, 1, -2, 0, -2]
hurt	-2.4	0.8	[3, 2, 3, 3, 1, 3, 4, 2, 2, 3]
hurter	-2.3	0.53852	[2, 2, 1, 1, 2, 2, 3, 2, 2, 2]
hurters	-1.9	0.4899	[3, 2, 2, 2, 3, 2, 3, 3, 2, 2]
hurtful	-2.4	144568.00	[2, 3, 0, 3, 2, 3, -1, 2, 3, 4]
hurtfully	-2.6	0.78102	[3, 2, 3, 3, 1, 3, 4, 2, 3, 3]
hurtfulness	-1.9	132665.00	[3, 3, 2, 3, 3, 3, 0, 0, 1, 0]
hurting	-1.7	166132.00	[2, -3, 2, 3, 0, 2, 2, 2, 0, 2]
hurtle	-0.3	111355.00	[2, 3, 2, 4, 0, 3, 2, 2, 2, 4]
hurtled	-0.6	0.8	[-3, -3, -2, -2, -4, -3, -2, -1, -2, -2]
hurtles	-1.0	0.78102	[-2, -4, -1, -2, -3, -3, -2, -2, -2, -2]
hurtless	0.3	104403.00	[-2, -3, -1, -2, -1, 0, -3, -3, -3, -1]
hurtling	-1.4	10198.00	[-2, -4, -2, -2, -1, -3, -2, -3, -1, -4]
