dislikes	-1.7	10247.00	[-2, 1, -3, -2, -1, -1, -2, -1, -2, -2]
disliking	-1.3	0.4899	[-2, -2, -2, -1, -1, -1, -2, -2, -1, -2]
dismal	-3.0	0.53852	[0, -1, -1, -1, -1, -1, -1, -2, -2, -1]
dismay	-1.8	0.45826	[-1, -1, -2, -1, -1, -2, -1, -2, -1, -1]
dismayed	-1.9	0.4899	[-2, -1, -1, -2, -2, -1, -2, -1, -2, -2]
dismaying	-2.2	0.64031	[-2, -3, -2, -1, -1, -1, -2, -2, -1, -2]
dismayingly	-1.9	0.78102	[-2, -2, -1, -1, -2, -1, -3, -3, -1, -1]
dismays	-1.8	0.45826	[-1, -1, -2, -2, -2, -1, -1, -1, -1, -1]
disorder	-1.7	1.0	[-2, -1, -4, -4, -3, -2, -3, -4, -4, -3]
disorganized	-1.2	0.87178	[-3, -1, -1, -3, -1, -1, -3, -1, -2, -2]
disoriented	-1.5	0.9434	[-1, -2, -1, -3, -4, -1, -2, -2, -1, -2]
disparage	-2.0	0.9798	[-2, -3, -2, -3, -3, 0, -2, -1, -3, -3]
disparaged	-1.4	0.83066	[-2, -3, -2, -3, -2, -1, -2, -2, 0, -2]
disparages	-1.6	107703.00	[-1, -1, -4, -3, -2, -1, -2, 0, -2, -2]
disparaging	-2.2	0.64031	[-2, -1, -1, -2, -2, -1, -3, -1, -2, -2]
displeased	-1.9	0.4	[-1, -1, -1, -1, -1, -2, -1, -2, -1, -1]
dispute	-1.7	0.67082	[-2, -2, -1, 0, -1, -2, -2, -1, -2, -2]
disputed	-1.4	0.44721	[-2, -2, -2, -1, -2, -2, -2, -3, -2, -2]
disputes	-1.1	0.8	[-1, -2, -2, -3, -1, -1, -1, -2, 0, -1]
disputing	-1.7	0.8	[-1, -2, -3, -2, -1, -1, -2, -2, 0, -2]
disqualified	-1.8	0.6	[-3, -1, -2, -2, -2, -3, -3, -2, -2, -2]
disquiet	-1.3	0.7	[-3, -2, -1, -1, -3, -2, -2, -1, -2, -2]
disregard	-1.1	0.78102	[-1, -3, -1, -1, -2, -1, -2, -2, -3, -1]
disregarded	-1.6	0.66332	[-2, -2, -2, -2, 0, -1, -1, -1, -1, -2]
disregarding	-0.9	164012.00	[-2, -2, -2, 2, -3, -1, -2, 2, -1, -2]
disregards	-1.4	0.64031	[-2, -2, -2, -2, -1, -1, -3, -1, -1, -2]
disrespect	-1.8	0.6	[-1, -2, -1, -2, -1, -2, -2, -3, -2, -2]
disrespected	-2.0	0.9	[-1, -2, -2, -1, -1, -1, 1, -2, -2, -2]
disruption	-1.5	0.53852	[-1, -1, -2, -1, -1, -2, -1, -1, 0, -1]
disruptions	-1.4	0.4899	[-1, -1, -2, -2, -2, -2, -1, -2, -1, -2]
disruptive	-1.3	0.53852	[-1, 0, -1, 0, -2, -1, -1, -1, -1, -1]
dissatisfaction	-2.2	0.4899	[-1, -1, -2, -1, -2, -2, -2, -1, -1, -1]
dissatisfactions	-1.9	0.6	[-2, -2, -2, -1, -2, -2, -1, -3, -1, -2]
dissatisfactory	-2.0	0.63246	[-2, -2, -2, -2, -2, -3, -3, -1, -1, -2]
dissatisfied	-1.6	0.67082	[-1, -1, -1, -2, -1, -3, -2, -2, -1, -1]
dissatisfies	-1.8	0.4899	[-1, -2, -1, -1, -1, -2, -2, -2, -1, -1]
dissatisfy	-2.2	100499.00	[-4, 0, -1, -1, -1, -1, -1, -1, -2, -1]
dissatisfying	-2.4	0.74833	[-4, -2, -2, -2, -1, -3, -2, -2, -2, -2]
distort	-1.3	0.83066	[-1, -3, -3, -1, -2, -1, -2, -2, -1, -3]
distorted	-4.0	0.63246	[-2, -2, -3, -1, -2, -3, -2, -2, -1, -2]
distorting	-1.1	0.66332	[-2, -3, -1, -2, -1, -1, -2, -2, -1, -1]
distorts	-1.4	0.74833	[-3, -3, -1, -1, -2, -1, -2, -2, -2, -1]
distract	-1.2	0.6	[-2, -3, -2, -2, -2, -2, -3, -3, -1, -2]
distractable	-1.3	0.91652	[-3, -1, -4, -3, -2, -1, -2, -2, -3, -3]
distracted	-1.4	0.45826	[-2, -1, -1, -1, -2, -1, -1, -1, -1, -2]
distractedly	-0.9	0.78102	[-3, -1, -3, -1, -2, -1, -2, -2, -1, -1]
distractibility	-1.3	0.53852	[0, -1, -1, -1, -2, -1, -1, -1, -2, -1]
distractible	-1.5	0.4899	[-2, -1, -1, -1, -2, -2, -2, -1, -1, -1]
distracting	-1.2	0.6	[-1, -1, 0, -2, -1, -1, -1, -2, -1, -2]
distractingly	-1.4	100499.00	[-2, 0, 1, -2, -2, -1, -1, -2, -2, -2]
distraction	-1.6	0.66332	[-1, -3, -1, -2, -2, -1, -1, -1, -1, -1]
distractions	-1.0	0.7	[-1, -1, 0, -2, -1, 0, -1, 0, -1, -2]
distractive	-1.6	1.1	[-1, -1, -3, -1, 0, -3, -2, 0, -2, 0]
distracts	-1.3	0.92195	[-1, -2, -1, -1, -4, -1, -1, -1, -2, -1]
distraught	-2.6	0.4	[-2, -1, -1, -1, -1, -1, -2, -1, -1, -1]
distress	-2.4	10198.00	[-4, 0, -1, -1, -1, -2, -1, -1, -2, -1]
distressed	-1.8	0.66332	[-1, -2, -2, -1, -1, -3, -1, -1, -2, -2]
distresses	-1.6	0.0	[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
distressful	-2.2	0.4899	[-2, -2, -1, -1, -1, -1, -2, -2, -2, -2]
distressfully	-1.7	0.45826	[-1, -1, -2, -1, -1, -2, -1, -2, -1, -1]
distressfulness	-2.4	0.8	[-2, -3, -2, -3, -4, -2, -3, -3, -1, -3]
distressing	-1.7	0.8	[-1, -2, -2, -3, -3, -4, -3, -2, -2, -2]
distressingly	-2.2	0.6	[-2, -2, -2, -3, -2, -2, -1, -1, -2, -1]
distrust	-1.8	0.66332	[-2, -1, -1, -2, -2, -2, -1, -1, -3, -1]
distrusted	-2.4	0.6	[-1, -3, -3, -2, -2, -3, -2, -2, -2, -2]
distrustful	-2.1	1.1	[-1, -3, -2, 1, -3, -1, -2, -2, -2, -2]
distrustfully	-1.8	0.66332	[-2, -3, -2, -3, -3, -3, -2, -1, -3, -2]
distrustfulness	-1.6	118743.00	[-3, -3, -1, -1, -2, -2, -3, -2, 1, -1]
distrusting	-2.1	0.74833	[-3, -1, -2, -3, -3, -3, -2, -2, -2, -1]
distrusts	-1.3	0.87178	[-1, -2, -2, -2, -1, -1, -2, -4, -1, -2]
disturb	-1.7	0.66332	[-1, -3, -3, -3, -2, -2, -3, -2, -2, -3]
disturbance	-1.6	0.83066	[-1, -3, -2, -2, -3, -1, -1, -3, -2, -3]
disturbances	-1.4	0.6	[-2, -1, -1, -2, -1, -2, -3, -2, -2, -2]
disturbed	-1.6	0.66332	[-2, -1, -2, -1, -2, -1, -1, -3, -1, -2]
disturber	-1.4	0.83066	[-1, -2, -2, -2, -3, -3, -1, -3, -1, -3]
disturbers	-2.1	0.45826	[-1, -1, -2, -1, -2, -1, -2, -1, -1, -1]
disturbing	-2.3	0.45826	[-2, -1, -1, -2, -2, -2, -1, -2, -2, -2]
disturbingly	-2.3	0.8	[-1, -2, -1, -2, -2, -3, -1, -2, 0, -2]
disturbs	-1.9	0.66332	[-1, -1, -1, -2, -1, -1, -1, -1, -3, -2]
dithering	-0.5	0.4899	[-2, -2, -1, -1, -2, -2, -1, -2, -1, -2]
divination	1.7	0.4899	[-2, -1, -1, -2, -2, -1, -1, -2, -1, -1]
divinations	1.1	0.53852	[-2, -2, -2, -2, -2, -3, -3, -2, -1, -2]
divinatory	1.6	0.45826	[-2, -2, -3, -3, -2, -2, -3, -2, -2, -2]
divine	2.6	0.78102	[-2, -2, -1, -3, -4, -3, -2, -2, -2, -2]
divined	0.8	0.53852	[-2, -2, -1, -2, -3, -2, -1, -2, -2, -2]
divinely	2.9	0.92195	[0, 0, 0, 0, 1, -1, -2, -2, -1, 0]
diviner	0.3	1.1	[2, 3, 0, 1, 2, 1, 3, 3, 2, 0]
diviners	1.2	104403.00	[1, 0, 1, 2, 2, 0, 3, 2, 0, 0]
divines	0.8	142829.00	[4, 1, 0, 0, 1, 3, 3, 0, 1, 3]
divinest	2.7	0.8	[3, 3, 3, 2, 1, 2, 3, 4, 2, 3]
diving	0.3	116619.00	[1, 0, 3, 0, 0, 1, 0, 3, 0, 0]
divining	0.9	0.7	[3, 2, 3, 3, 2, 4, 3, 2, 4, 3]
divinise	0.5	0.9	[0, 0, 3, 0, 0, 0, 0, 0, 0, 0]
divinities	1.8	116619.00	[0, 1, 0, 2, 2, 0, 3, 1, 3, 0]
divinity	2.7	1249.00	[0, 0, 3, 0, 0, 0, 3, 2, 0, 0]
divinize	2.3	0.78102	[3, 4, 2, 4, 2, 2, 2, 3, 2, 3]
dizzy	-0.9	0.45826	[1, 0, 0, 0, 0, 1, 0, 1, 0, 0]
dodging	-0.4	137477.00	[0, -1, 2, 0, 1, 0, 2, 4, 1, 0]
dodgy	-0.9	136015.00	[0, 2, 0, 0, 0, 0, 0, -2, 2, 3]
dolorous	-2.2	146969.00	[1, 3, 3, 4, 0, 0, 1, 0, 3, 3]
dominance	0.8	100499.00	[4, 4, 2, 3, 3, 1, 2, 4, 2, 2]
dominances	-0.1	100499.00	[4, 2, 2, 3, 4, 1, 1, 2, 2, 2]
dominantly	0.2	0.3	[-1, -1, -1, -1, -1, -1, -1, -1, 0, -1]
dominants	0.2	0.8	[-1, -1, 0, 1, 0, -1, 0, 0, -2, 0]
dominate	-0.5	0.9434	[-1, -1, -1, -3, -1, 1, -1, -1, -1, 0]
dominates	0.2	0.6	[-2, -2, -2, -3, -3, -3, -2, -2, -1, -2]
dominating	-1.2	0.87178	[2, 0, 0, 2, 1, 0, 0, 1, 2, 0]
domination	-0.2	0.9434	[-1, 0, 1, 1, 0, -1, 0, 1, 0, -2]
dominations	-0.3	116619.00	[-2, 0, 0, -1, 2, 1, 2, 0, 0, 0]
dominative	-0.7	116619.00	[0, 2, -1, 0, -1, -1, -1, 1, 1, 2]
dominators	-0.4	0.92195	[0, -1, 1, -1, 1, -1, -2, 0, -1, -1]
dominatrices	-0.2	1249.00	[1, 0, -2, -1, 1, -1, 2, 0, 0, 2]
dominatrix	-0.5	198997.00	[-4, -1, -4, -1, -3, -1, -1, 2, 2, -1]
dominatrixes	0.6	0.9798	[0, 1, 0, -1, -1, -1, 0, 2, -1, -1]
doom	-1.7	0.45826	[0, 0, 0, 0, 0, -1, 0, -1, -1, 0]
doomed	-3.2	118743.00	[-1, -1, -2, -2, -1, -1, -1, 2, 1, -1]
doomful	-2.1	1.8	[-1, -2, -2, -2, 0, 2, 2, -3, 2, 0]
dooming	-2.8	1.6	[-3, 0, 2, 0, -2, -2, 0, 1, 2, 0]
dooms	-1.1	0.92195	[0, 0, -1, 0, 0, 1, 0, -1, -2, -2]
doomsayer	-0.7	135647.00	[0, 4, 0, -1, 0, 2, 1, 0, 0, 0]
doomsayers	-1.7	126886.00	[-2, -1, -1, -4, -2, -2, 1, -3, -1, -2]
doomsaying	-1.5	0.74833	[-3, -3, -4, -4, -4, -2, -4, -3, -3, -2]
doomsayings	-1.5	0.7	[-3, -2, -3, -1, -2, -3, -2, -1, -2, -2]
doomsday	-2.8	0.4	[-2, -3, -2, -3, -3, -3, -3, -3, -3, -3]
doomsdayer	-2.2	157797.00	[1, -3, -1, -3, -2, -1, -3, 1, 1, -1]
doomsdays	-2.4	141774.00	[2, -1, -2, -1, 1, -2, -2, -1, 1, -2]
doomster	-2.2	0.78102	[-1, -2, -3, 0, -2, -2, -2, -1, -2, -2]
doomsters	-1.6	128452.00	[-3, -2, -2, 0, 1, 0, -3, -2, -2, -2]
doomy	-1.1	0.92195	[-2, -1, -1, -2, -2, 0, 0, -2, -3, -2]
dork	-1.4	1249.00	[-3, -1, -3, -4, -3, -4, 0, -4, -3, -3]
dorkier	-1.1	1249.00	[-3, -1, -4, -3, -4, -3, -1, -1, -1, -1]
dorkiest	-1.2	185472.00	[-3, -2, -4, 1, -4, -3, -2, -4, 1, -4]
dorks	-0.5	0.87178	[-2, -1, -2, -3, -1, -3, -1, -3, -3, -3]
dorky	-1.1	0.8	[-3, -1, -2, -2, 0, -2, -2, -1, -1, -2]
doubt	-1.5	137477.00	[2, -2, -1, -2, -2, -2, -2, 1, -1, -2]
doubtable	-1.5	0.66332	[-1, -2, -2, -1, -1, -1, -3, -1, -1, -1]
doubted	-1.1	0.53852	[-1, -1, -1, -1, -2, 0, -1, -2, -1, -1]
doubter	-1.6	0.74833	[-1, -2, -1, -3, -1, 0, -1, -1, -1, -1]
doubters	-1.3	0.67082	[-1, 1, -1, -1, -1, -1, 0, 0, -1, 0]
doubtful	-1.4	104403.00	[-1, 0, -1, 1, -1, -1, -3, -2, -2, -1]
doubtfully	-1.2	0.5	[-1, -1, -2, -2, -1, -1, -2, -1, -2, -2]
doubtfulness	-1.2	0.5	[-1, -1, -2, -1, -2, -1, -2, -2, -1, -2]
doubting	-1.4	122066.00	[-1, -2, -2, 2, -1, -1, -2, -2, -2, 0]
doubtingly	-1.4	0.91652	[-1, -3, -2, -1, -1, -1, -2, -2, -3, 0]
doubtless	0.9	0.45826	[-1, -1, -1, -1, -1, -2, -1, -2, -2, -1]
doubtlessly	1.2	0.4899	[-1, -1, -2, -1, -2, -2, -1, -1, -2, -1]
doubtlessness	0.8	0.4	[-1, -1, -1, -1, -1, -1, -2, -1, -1, -2]
doubts	-1.2	0.4	[-2, -1, -1, -1, -1, -1, -1, -1, -1, -2]
douche	-1.5	0.4899	[-1, -1, -1, -2, -2, -1, -1, -1, -2, -2]
douchebag	-3.0	0.4899	[-2, -2, -1, -1, -1, -1, -1, -2, -2, -1]
downcast	-1.8	151327.00	[2, 2, 1, 2, -2, 2, -2, 1, 1, 2]
downhearted	-2.3	0.9798	[2, 1, 1, 2, 0, -1, 2, 1, 2, 2]
downside	-1.0	0.9798	[2, 1, 2, 0, 0, 0, 2, -1, 1, 1]
drag	-0.9	0.6	[-2, -1, -1, -1, -2, -2, -1, 0, -1, -1]
dragged	-0.2	168819.00	[-3, -2, -3, 1, 1, -2, -3, -2, 1, -3]
drags	-0.7	0.44721	[-3, -3, -3, -3, -3, -3, -2, -3, -4, -3]
drained	-1.5	0.74833	[-1, -1, -1, -2, -2, -2, -1, -3, -3, -2]
dread	-2.0	0.78102	[-1, -2, -2, -4, -2, -2, -2, -3, -3, -2]
dreaded	-2.7	0.7746	[-1, -1, -1, -1, -1, -1, -2, 1, -2, -1]
dreadful	-1.9	0.83066	[-1, -2, -1, -1, -2, -1, -1, 1, 0, -1]
dreadfully	-2.7	107703.00	[-2, -1, 0, 0, -1, 0, 0, 1, 2, -1]
dreadfulness	-3.2	0.64031	[0, -1, 0, -1, -1, -2, -1, 0, 0, -1]
dreadfuls	-2.4	0.5	[-1, -1, -2, -2, -1, -2, -1, -2, -1, -2]
dreading	-2.4	0.63246	[-2, -3, -2, -2, -2, -2, -3, -1, -1, -2]
dreadlock	-0.4	0.64031	[-2, -3, -3, -3, -4, -3, -2, -2, -2, -3]
dreadlocks	-0.2	186815.00	[-4, -2, -2, 2, -1, -4, -1, 0, -3, -4]
dreadnought	-0.6	126886.00	[-4, -4, -3, -4, -3, -1, -2, -1, -1, -4]
dreadnoughts	-0.4	0.87178	[-3, -4, -2, -3, -4, -4, -2, -2, -4, -4]
dreads	-1.4	1.2	[-4, -3, -3, -2, -3, -2, -4, 0, -1, -2]
dream	1.0	0.8	[-3, -2, -2, -2, -2, -2, -3, -4, -3, -1]
dreams	1.7	0.66332	[0, 0, 0, 0, 0, -1, -2, 0, -1, 0]
dreary	-1.4	0.9798	[0, 0, 0, 0, 0, -1, -2, 2, 0, -1]
droopy	-0.8	135647.00	[-2, 0, 0, 0, -3, 0, -1, -2, 0, 2]
drop	-4.0	0.66332	[0, -1, -1, 0, 0, 0, 0, 0, -2, 0]
drown	-2.7	142829.00	[0, -1, 0, 0, -3, -3, 0, -4, -2, -1]
drowned	-2.9	118322.00	[0, 1, 2, 0, 0, 3, 0, 3, 1, 0]
drowns	-2.2	1.1	[2, 2, 3, 0, 1, 1, 1, 4, 1, 2]
drunk	-1.4	0.4899	[-1, -1, -2, -1, -1, -2, -2, -1, -2, -1]
dubious	-1.5	0.74833	[-1, -1, 0, -1, -2, 0, 0, -1, 0, -2]
dud	-1.0	0.53852	[0, -1, -1, -1, -2, -1, -2, -1, -1, -1]
dull	-1.7	100499.00	[-4, -2, -2, -4, -4, -2, -3, -1, -3, -2]
dullard	-1.6	0.7	[-2, -3, -3, -3, -2, -4, -4, -2, -3, -3]
dullards	-1.8	1.6	[-3, -3, -3, -4, -2, -3, -1, -2, 2, -3]
dulled	-1.5	0.91652	[-3, -1, 0, -2, 0, -1, -1, -2, -2, -2]
duller	-1.7	0.5	[-1, -2, -2, -1, -1, -2, -1, -1, -2, -2]
dullest	-1.7	0.89443	[-1, -1, -1, 0, -3, 0, -1, 0, -1, -2]
dulling	-1.1	0.45826	[-2, -2, -2, -1, -2, -2, -2, -1, -1, -2]
dullish	-1.1	0.66332	[-2, -1, -1, -2, -2, -1, -1, -2, -1, -3]
dullness	-1.4	0.87178	[-1, -3, -1, -1, -3, -1, -1, -2, -3, -2]
dullnesses	-1.9	0.5	[-2, -1, -2, -1, -1, -1, -2, -2, -1, -2]
dulls	-1.0	0.64031	[-3, -1, -2, -2, -2, -1, -2, -1, -1, -2]
dullsville	-2.4	100499.00	[-1, -4, -1, -1, -2, -3, -2, -1, -1, -1]
dully	-1.1	0.7	[-1, -2, 0, -1, -2, -2, 0, -1, -1, -1]
dumb	-2.3	0.53852	[-2, -1, -1, -1, -1, -1, -1, -1, 0, -2]
dumbass	-2.6	0.8	[-1, -1, -1, -1, -1, -1, -3, -1, -3, -1]
dumbbell	-0.8	104403.00	[-3, -2, -1, -1, -3, -1, -4, -1, -2, -1]
dumbbells	-0.2	0.44721	[-1, -1, -1, -1, -1, -1, 0, -1, -1, -2]
dumbcane	-0.3	0.8	[-2, -2, -4, -3, -2, -2, -3, -2, -3, -1]
dumbcanes	-0.6	0.3	[-1, -1, -1, -1, -1, -1, -1, -1, -1, -2]
dumbed	-1.4	0.9	[-4, -2, -2, -2, -2, -2, -4, -2, -2, -1]
dumber	-1.5	10198.00	[-3, -3, -4, -4, -1, -2, -3, -3, -1, -2]
dumbest	-2.3	0.9798	[0, -1, -3, -2, 0, -1, 0, 0, -1, 0]
dumbfound	-0.1	0.4	[0, -1, 0, 0, 0, 0, 0, -1, 0, 0]
dumbfounded	-1.6	0.45826	[0, 0, 0, 0, 0, -1, -1, 0, -1, 0]
dumbfounder	-1.0	1.2	[0, 0, -1, -1, -1, 2, 0, -1, -3, -1]
dumbfounders	-1.0	0.4899	[-2, -1, -2, -2, -2, -1, -1, -1, -1, -1]
dumbfounding	-0.8	0.5	[-2, -1, -2, -1, -2, -1, -1, -2, -2, -1]
dumbfounds	-0.3	100499.00	[-3, -1, -3, -4, -2, -1, -2, -3, -1, -3]
dumbhead	-2.6	192094.00	[3, -2, -1, -1, 1, 1, -3, 3, -1, -1]
dumbheads	-1.9	111355.00	[-2, 0, -2, 0, -2, -1, -4, -1, -2, -2]
dumbing	-0.5	0.89443	[-2, 0, 0, 0, -2, -1, -2, 0, -2, -1]
dumbly	-1.3	0.89443	[-1, -3, -1, 0, -2, 0, -1, 0, -1, -1]
dumbness	-1.9	0.74833	[-1, -2, 0, -1, -1, 0, 0, -1, 0, -2]
dumbs	-1.5	126886.00	[0, -1, -1, 0, 0, -1, -1, -2, 0, 3]
dumbstruck	-1.0	0.66332	[-3, -4, -3, -2, -2, -3, -3, -2, -2, -2]
dumbwaiter	0.2	0.83066	[-2, -2, -2, -1, -2, -1, -2, -4, -1, -2]
dumbwaiters	-0.1	10247.00	[-1, 2, -1, 0, -1, -2, -1, 0, 0, -1]
dump	-1.6	100499.00	[-2, -1, -2, -3, 1, -2, -1, -1, -1, -1]
dumpcart	-0.6	0.53852	[-2, -2, -2, -2, -2, -3, -2, -2, -1, -1]
dumped	-1.7	0.67082	[-1, -1, -1, -3, -2, -1, -2, -1, -2, -1]
dumper	-1.2	134164.00	[-1, -2, 0, 0, -2, 1, -3, 1, -2, -2]
dumpers	-0.8	107703.00	[0, 0, 0, 0, 2, 0, 2, 0, -2, 0]
dumpier	-1.4	0.3	[0, 0, 0, 0, 0, 0, -1, 0, 0, 0]
dumpiest	-1.6	0.91652	[-3, -2, -1, -2, -1, -3, -2, -1, -1, 0]
dumpiness	-1.2	0.8	[0, -2, -1, 0, 0, 0, -1, 0, -2, 0]
dumping	-1.3	0.78102	[-2, -3, -2, -1, -1, -1, -3, -2, -1, -1]
dumpings	-1.1	0.87178	[-2, -3, -1, -1, -1, -2, 0, -1, 0, -1]
dumpish	-1.8	0.6	[0, 0, -2, -1, -1, 0, -1, -1, -1, -1]
dumpling	0.4	0.66332	[-2, -1, -2, -1, -1, -2, 0, -2, -1, -2]
dumplings	-0.3	135647.00	[-1, -2, -2, -3, -2, -4, 1, 0, -1, -2]
dumps	-1.7	0.6	[-2, -1, 0, -1, -1, -2, -1, -2, -1, -1]
dumpster	-0.6	1.1	[-3, -2, -2, 0, -2, -1, -1, 1, -1, -2]
dumpsters	-1.0	0.83066	[-2, 0, -1, -1, 0, -1, -2, -2, 0, -2]
dumpy	-1.7	0.6	[-2, -1, -2, -3, -2, -2, -1, -2, -2, -1]
dupe	-1.5	0.91652	[0, 0, 1, 0, -1, 2, 2, 0, 0, 0]
duped	-1.8	126886.00	[0, 0, 0, 0, 2, 0, 0, 0, -2, -3]
dwell	0.5	0.9	[-3, -2, -3, -1, -1, -3, -1, -1, -1, -1]
dwelled	0.4	0.91652	[0, -2, 0, -2, 0, 0, 0, -2, 0, 0]
dweller	0.3	0.89443	[0, -1, 0, -2, -2, -2, 0, 0, -1, -2]
dwellers	-0.3	0.78102	[-3, -2, -3, -1, -1, -2, -2, -1, -1, -1]
dwelling	0.1	0.5	[-2, -2, -1, -1, -2, -1, -2, -1, -2, -1]
dwells	-0.1	0.4	[-2, -2, -1, -2, -2, -2, -2, -1, -2, -2]
dynamic	1.6	0.92195	[2, 1, -1, 0, -1, 1, 1, 1, 1, 0]
dynamical	1.2	0.66332	[2, 0, 0, 0, 0, 1, 1, 0, 0, 0]
dynamically	1.5	0.64031	[2, 0, 0, 0, 0, 0, 1, 0, 0, 0]
dynamics	1.1	0.9	[-3, 0, 0, 0, 0, 0, 0, 0, 0, 0]
dynamism	1.6	0.53852	[0, 1, 0, 1, 0, 0, 0, -1, 0, 0]
dynamisms	1.2	0.53852	[0, 0, 0, 0, -1, 1, -1, 0, 0, 0]
dynamist	1.4	0.8	[1, 1, 1, 3, 1, 1, 2, 3, 2, 1]
dynamistic	1.5	0.87178	[1, 2, 0, 1, 0, 2, 2, 2, 2, 0]
dynamists	0.9	10247.00	[2, 0, 3, 2, 0, 0, 2, 2, 2, 2]
dynamite	0.7	113578.00	[2, 3, 0, 0, 0, 2, 2, 0, 2, 0]
dynamited	-0.9	111355.00	[0, 2, 0, 2, 0, 2, 3, 3, 2, 2]
dynamiter	-1.2	0.9798	[2, 0, 2, 0, 0, 2, 2, 2, 0, 2]
dynamiters	0.4	10198.00	[0, 2, 0, 2, 0, 1, 3, 2, 2, 2]
dynamites	-0.3	10247.00	[3, 1, 1, 2, 1, 3, 2, 0, 2, 0]
dynamitic	0.9	0.83066	[1, 0, 0, 0, 0, 2, 2, 1, 2, 1]
dynamiting	0.2	22383.00	[-3, 2, 3, 1, 2, 0, 2, 2, 2, -4]
dynamometer	0.3	104403.00	[0, 0, 0, -1, -1, 0, -2, 0, -2, -3]
dynamometers	0.3	0.87178	[-1, 0, -1, -1, -2, 0, -1, -1, -2, -3]
dynamometric	0.3	142829.00	[0, 0, 0, -3, 1, 0, 2, 2, 2, 0]
dynamometry	0.6	173494.00	[0, 0, 4, -1, -1, 0, 0, 0, -2, -3]
dynamos	0.3	1.3	[2, 0, 1, -2, 2, 1, 1, 3, 0, 1]
dynamotor	0.6	132665.00	[-2, 0, 0, 2, -1, -1, 0, 2, 2, 0]
dysfunction	-1.8	0.64031	[0, 0, 0, 0, 1, 0, 0, 2, 0, 0]
eager	1.5	0.45826	[0, 0, 0, 0, 0, 1, 0, 1, 1, 0]
eagerly	1.6	0.9	[0, 0, 0, 0, 0, 2, 0, 0, 2, -1]
eagerness	1.7	128062.00	[-2, 0, 0, 0, 0, 2, 2, 2, 0, 2]
eagers	1.6	0.64031	[1, 0, 0, 0, 0, 0, 0, 0, 2, 0]
earnest	2.3	0.91652	[0, 2, 0, 0, 0, 0, 2, 0, 2, 0]
ease	4.0	0.6	[-2, -3, -2, -1, -2, -1, -2, -1, -2, -2]
eased	1.2	0.67082	[1, 3, 1, 2, 2, 2, 1, 1, 1, 1]
easeful	1.5	0.66332	[0, 1, 2, 2, 2, 2, 2, 1, 2, 2]
easefully	1.4	0.45826	[2, 2, 2, 2, 1, 1, 2, 2, 2, 1]
easel	0.3	0.66332	[2, 2, 3, 1, 2, 1, 1, 1, 2, 1]
easement	1.6	0.64031	[3, 2, 3, 1, 2, 2, 2, 3, 3, 2]
easements	0.4	0.92195	[1, 1, 1, 0, 2, 1, 2, 3, 3, 1]
eases	1.3	0.74833	[2, 0, 1, 0, 2, 2, 1, 1, 1, 2]
easier	4.0	10247.00	[2, 1, 1, 2, 1, 0, 3, 2, 0, 3]
easiest	1.8	0.4899	[2, 2, 1, 1, 1, 1, 2, 2, 1, 1]
easily	1.4	0.45826	[0, 0, 0, 0, 1, 1, 0, 0, 0, 1]
easiness	1.6	0.91652	[0, 1, 2, 3, 2, 1, 2, 1, 3, 1]
easing	1.0	111355.00	[0, 0, 0, 1, 2, -2, 1, 0, 2, 0]
easy	4.0	0.78102	[2, 0, 1, 0, 2, 2, 2, 1, 1, 2]
easygoing	1.3	0.9798	[1, 1, 2, 2, 4, 3, 2, 1, 1, 1]
easygoingness	1.5	107703.00	[2, 4, 1, 3, 2, 0, 2, 2, 1, 1]
ecstacy	3.3	0.4899	[2, 1, 1, 2, 1, 2, 1, 2, 1, 1]
ecstasies	2.3	0.66332	[2, 1, 1, 2, 3, 2, 1, 1, 2, 1]
ecstasy	2.9	0.63246	[0, 0, 2, 1, 1, 2, 1, 1, 1, 1]
ecstatic	2.3	104403.00	[1, 4, 2, 1, 1, 3, 1, 3, 2, 1]
ecstatically	2.8	0.45826	[1, 1, 1, 1, 1, 1, 2, 2, 2, 1]
ecstatics	2.9	0.67082	[1, 2, 1, 2, 1, 3, 1, 2, 1, 1]
eerie	-1.5	118743.00	[4, 4, 3, 4, 4, 0, 3, 3, 4, 4]
eery	-0.9	134536.00	[3, 3, 2, 4, 3, 1, 3, -1, 2, 3]
effective	4.0	175784.00	[4, 3, 3, 4, 4, 2, -2, 3, 4, 4]
effectively	1.9	134536.00	[3, 4, 3, 4, 1, 1, 1, 4, 1, 1]
efficiencies	1.6	193907.00	[3, 4, -1, 4, 4, 4, -1, 3, 4, 4]
efficiency	1.5	0.83066	[1, 3, 4, 4, 3, 3, 3, 2, 3, 3]
efficient	1.8	0.67082	[-1, -1, -2, -2, -1, -1, -2, -1, -3, -1]
efficiently	1.7	104403.00	[-3, -1, -2, -1, -2, 0, 0, 0, 0, 0]
effin	-2.3	0.83066	[2, 2, 2, 1, 3, 4, 2, 1, 2, 2]
egotism	-1.4	0.7	[1, 2, 1, 2, 2, 1, 3, 3, 2, 2]
egotisms	-1.0	0.4899	[2, 1, 1, 2, 2, 2, 1, 2, 2, 1]
egotist	-2.3	0.5	[2, 1, 2, 2, 1, 2, 1, 1, 2, 1]
egotistic	-1.4	0.9798	[1, 2, 1, 1, 2, 3, 3, 0, 2, 3]
